437	error	code-scanning	go/path-injection	internal/organizer/service.go:721	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/437	2026-04-18T20:30:31Z
438	error	code-scanning	go/path-injection	internal/metafetch/service.go:181	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/438	2026-04-19T00:29:53Z
439	error	code-scanning	go/path-injection	internal/metafetch/service.go:238	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/439	2026-04-19T00:29:53Z
440	error	code-scanning	go/path-injection	internal/metafetch/service.go:244	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/440	2026-04-19T00:29:53Z
441	error	code-scanning	go/path-injection	internal/metafetch/service.go:246	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/441	2026-04-19T00:29:53Z
442	error	code-scanning	go/path-injection	internal/metafetch/service.go:254	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/442	2026-04-19T00:29:53Z
443	error	code-scanning	go/path-injection	internal/metafetch/service.go:262	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/443	2026-04-19T00:29:53Z
444	error	code-scanning	go/path-injection	internal/metafetch/service.go:262	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/444	2026-04-19T00:29:53Z
445	error	code-scanning	go/path-injection	internal/metafetch/service.go:264	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/445	2026-04-19T00:29:53Z
446	error	code-scanning	go/path-injection	internal/metafetch/service.go:264	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/446	2026-04-19T00:29:53Z
447	error	code-scanning	go/path-injection	internal/metafetch/service.go:266	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/447	2026-04-19T00:29:53Z
448	error	code-scanning	go/path-injection	internal/server/import_collision.go:51	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/448	2026-04-19T00:29:53Z
449	error	code-scanning	go/path-injection	internal/server/openlibrary_service.go:51	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/449	2026-04-19T00:29:53Z
450	error	code-scanning	go/path-injection	internal/itunes/service/transfer.go:274	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/450	2026-04-20T13:11:32Z
451	error	code-scanning	go/path-injection	internal/itunes/service/validate.go:24	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/451	2026-04-21T02:03:06Z
457	error	code-scanning	go/path-injection	internal/server/itunes_handlers.go:759	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/457	2026-04-21T02:12:39Z
458	error	code-scanning	go/request-forgery	internal/plugins/webhook/plugin.go:128	Uncontrolled data used in network request	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/458	2026-04-21T10:36:58Z
467	error	code-scanning	go/request-forgery	internal/deluge/client.go:97	Uncontrolled data used in network request	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/467	2026-04-26T23:26:49Z
469	error	code-scanning	go/path-injection	internal/backup/backup.go:52	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/469	2026-04-26T23:26:49Z
